[1, 198.59936744391226, 223]
[2, 1791.6617103681522, 820]
[3, 1059.1251310521227, 722]
[4, 2390.380186454951, 1126]
[5, 687.9500872817955, 296]
[6, 964.7474399113557, 645]
[7, 212.63758912795907, 249]
[8, 1511.1232295272798, 722]
[9, 1943.133112128983, 1127]
[10, 202.23482672991753, 202]
[11, 4089.9446277951292, 1125]
[12, 1239.109280656445, 659]
[13, 1392.4658036987962, 828]
[14, 2235.397196775664, 1123]
[15, 1167.3738432809123, 656]
[16, 296.9674811405071, 285]
[17, 3718.6288336366856, 1111]
[18, 265.7483600228531, 249]
[19, 2097.2638205078006, 1391]
[20, 1231.086014138932, 660]
[21, 3871.390544733494, 1406]
[22, 1143.8259029200979, 659]
[23, 3446.6090933993773, 1405]
[24, 1393.443211471567, 795]
[25, 234.05757281114194, 216]
[26, 10138.358030968915, 2646]
[27, 2377.4204529867875, 1396]
[28, 1087.9494499526702, 777]
[29, 833.77512379759, 660]
[30, 290.96502478140485, 273]
[31, 4176.991176441701, 1123]
[32, 1264.641402380192, 663]
[33, 4281.330977459248, 919]
[34, 186.73346092003214, 203]
[35, 242.17129650282368, 252]
[36, 1106.3095144376255, 678]
[37, 1409.4363404188687, 898]
[38, 230.79942514882964, 236]
[39, 1184.4701119158576, 898]
[40, 2312.3276847722877, 1211]
[41, 1196.6462374591483, 773]
[42, 297.90149973109254, 263]
[43, 1201.6941630984754, 786]
[44, 196.16572600947922, 212]
[45, 2199.786171676912, 1135]
[46, 1076.2008684523748, 805]
[47, 25455.49687759717, 3266]
[48, 3293.6945624994155, 1230]
[49, 2247.1584191114243, 1134]
[50, 201.26760989150654, 225]
[51, 1377.6628470135918, 662]
[52, 1304.7731728752592, 824]
[53, 2527.7861596425855, 1114]
[54, 305.9725374064838, 289]
[55, 1893.318463248554, 1137]
[56, 493.8882212672547, 261]
[57, 4110.4009748946055, 1128]
[58, 973.7661814452606, 676]
[59, 847.8619599779075, 664]
[60, 1143.6370529168237, 787]
[61, 807.0581394043336, 650]
[62, 1204.9538928722206, 786]
[63, 1322.744471969718, 818]
[64, 1146.8149698717054, 722]
[65, 3979.742084410316, 1130]
[66, 299.9950124688279, 276]
[67, 1784.315408527704, 826]
[68, 335.9725373439834, 288]
[69, 1015.4535541268242, 647]
[70, 1902.0283930179455, 1137]
[71, 1083.623199400059, 673]
[72, 1979.0022520938699, 1138]
[73, 200.68996793656387, 211]
[74, 273.9217875520993, 265]
[75, 1783.4690877912262, 1208]
[76, 3006.2938686974876, 1119]
[77, 4639.120324463007, 1612]
[78, 1312.207598572467, 779]
[79, 1968.514913426348, 1132]
[80, 2559.8343809783664, 1425]
[81, 176.0768153524553, 190]
[82, 958.3351071480358, 669]
[83, 2168.1921372950337, 1133]
[84, 3714.392994983145, 1383]
[85, 1973.6443728412514, 1122]
[86, 1452.0413209246203, 799]
[87, 949.7169877985132, 662]
[88, 3484.445516599068, 917]
[89, 499.9314631594855, 264]
[90, 2040.9445289525734, 1173]
[91, 4282.270485223367, 921]
[92, 1058.5768540632546, 722]
[93, 1190.918697910343, 688]
[94, 288.95943969103473, 268]
[95, 1212.0760164728897, 705]
[96, 1602.8616665722946, 836]
[97, 1791.2196931343317, 853]
[98, 272.9162037290489, 262]
[99, 1443.477712304528, 812]
[100, 1012.5462323367028, 687]
[101, 263.0651535575811, 247]
[102, 3086.3720691903764, 1138]
[103, 2316.5730931638523, 1126]
[104, 1031.543391863725, 722]
[105, 335.86667592840377, 279]
[106, 270.02199528192654, 252]
[107, 1058.0174962599558, 664]
[108, 1465.9288455151172, 833]
[109, 207.20407783385303, 226]
[110, 1186.7871436718756, 788]
[111, 1971.6421606620324, 1132]
[112, 1775.6766453696725, 898]
[113, 1351.6409137700073, 806]
[114, 1574.7677704069565, 850]
[115, 230.24486985164674, 232]
[116, 1514.2911962646099, 799]
[117, 1059.7908340519807, 661]
[118, 2407.080999225233, 1125]
[119, 191.716101355335, 207]
[120, 4830.181080891301, 1378]
